A	B	Score
AP1S2	SNAPIN	900
AP1S3	SNAPIN	900
ARF1	SNAPIN	900
ARRB1	SNAPIN	900
BLOC1S1	SNAPIN	902
BLOC1S2	SNAPIN	902
BLOC1S3	SNAPIN	900
BLOC1S5	SNAPIN	900
BORCS6	SNAPIN	902
BORCS8	SNAPIN	905
DNM2	SNAPIN	901
KXD1	SNAPIN	902
SH3GL2	SNAPIN	900
TPD52	SNAPIN	900
TPD52L1	SNAPIN	900
BAD	SNCA	900
DYRK1A	SNCA	800
PARK7	SNCA	900
PLD1	SNCA	900
PRKCD	SNCA	900
SIAH1	SNCA	900
TOR1A	SNCA	900
UBA52	SNCA	900
UBC	SNCA	900
PRKN	SNCAIP	900
SIAH1	SNCAIP	903
SIAH2	SNCAIP	903
SNCA	SNCAIP	900
APBB1IP	SND1	900
ARRB1	SND1	900
ARRB2	SND1	900
CNKSR1	SND1	900
CNKSR2	SND1	900
FN1	SND1	900
GTF2E2	SND1	800
ITGB3	SND1	900
KSR1	SND1	900
KSR2	SND1	900
MARK3	SND1	900
PIM1	SND1	900
RAP1A	SND1	900
SRC	SND1	900
CHMP1B	SNF8	933
CHMP2A	SNF8	943
RNF103-CHMP3	SNF8	938
UBC	SNF8	904
ALYREF	SNRNP200	900
BCAS2	SNRNP200	963
BUD31	SNRNP200	953
CDC40	SNRNP200	962
CDC5L	SNRNP200	962
CHERP	SNRNP200	903
CLP1	SNRNP200	904
CPSF1	SNRNP200	919
CPSF7	SNRNP200	902
CRNKL1	SNRNP200	958
CSTF2	SNRNP200	904
CSTF2T	SNRNP200	904
CTNNBL1	SNRNP200	909
CWC15	SNRNP200	962
CWC22	SNRNP200	962
CWC25	SNRNP200	962
CWC27	SNRNP200	969
DDX42	SNRNP200	923
DDX46	SNRNP200	952
DHX15	SNRNP200	958
DHX16	SNRNP200	955
DHX9	SNRNP200	927
EFTUD2	SNRNP200	995
ELAVL1	SNRNP200	902
ELAVL2	SNRNP200	902
FIP1L1	SNRNP200	902
GCFC2	SNRNP200	915
GTF2F1	SNRNP200	910
GTF2F2	SNRNP200	901
HNRNPA1	SNRNP200	931
HNRNPA2B1	SNRNP200	931
HNRNPA3	SNRNP200	931
HNRNPC	SNRNP200	931
HNRNPF	SNRNP200	908
HNRNPH1	SNRNP200	908
HNRNPH2	SNRNP200	908
HNRNPK	SNRNP200	902
HNRNPM	SNRNP200	904
HNRNPR	SNRNP200	906
HNRNPUL1	SNRNP200	902
HSPA8	SNRNP200	914
LSM2	SNRNP200	955
LSM5	SNRNP200	952
LSM6	SNRNP200	953
MAGOH	SNRNP200	904
MAGOHB	SNRNP200	904
NCBP1	SNRNP200	953
NCBP2	SNRNP200	943
PCBP2	SNRNP200	908
PLRG1	SNRNP200	958
POLR2B	SNRNP200	932
POLR2E	SNRNP200	902
POLR2F	SNRNP200	902
POLR2H	SNRNP200	913
POLR2K	SNRNP200	900
POLR2L	SNRNP200	902
PPIE	SNRNP200	925
PPIL1	SNRNP200	962
PPIL6	SNRNP200	925
PRPF31	SNRNP200	955
PRPF4	SNRNP200	950
PRPF8	SNRNP200	995
PTBP1	SNRNP200	900
PUF60	SNRNP200	908
RBM17	SNRNP200	902
RBM5	SNRNP200	902
RBM8A	SNRNP200	938
RBMX	SNRNP200	904
RNPC3	SNRNP200	962
RNPS1	SNRNP200	903
SF3A3	SNRNP200	962
SF3B1	SNRNP200	962
SF3B2	SNRNP200	955
SF3B5	SNRNP200	952
SMNDC1	SNRNP200	902
SNRNP25	SNRNP200	900
SNRNP35	SNRNP200	929
SNRNP48	SNRNP200	900
SNRNP70	SNRNP200	932
SNRPB	SNRNP200	948
SNRPD2	SNRNP200	952
SNRPE	SNRNP200	957
SNRPN	SNRNP200	948
SNU13	SNRNP200	955
SRRM1	SNRNP200	904
SRRT	SNRNP200	917
SRSF11	SNRNP200	902
SRSF2	SNRNP200	904
SRSF3	SNRNP200	902
SRSF4	SNRNP200	919
SRSF5	SNRNP200	919
SRSF7	SNRNP200	901
TFIP11	SNRNP200	937
TRA2B	SNRNP200	931
U2SURP	SNRNP200	905
WBP4	SNRNP200	915
WDR33	SNRNP200	903
XAB2	SNRNP200	955
YBX1	SNRNP200	904
ZMAT5	SNRNP200	925
DDX42	SNRNP25	901
EFTUD2	SNRNP25	902
GTF2F1	SNRNP25	902
POLR2E	SNRNP25	915
POLR2F	SNRNP25	919
POLR2H	SNRNP25	902
PRPF8	SNRNP25	900
RNPC3	SNRNP25	900
SNRNP35	SNRNP25	900
SNRPB	SNRNP25	902
SNRPE	SNRNP25	902
SNU13	SNRNP25	904
SRSF2	SNRNP25	901
ALYREF	SNRNP27	900
BCAS2	SNRNP27	904
BUD31	SNRNP27	907
CCAR1	SNRNP27	900
CD2BP2	SNRNP27	900
CDC40	SNRNP27	901
CDC5L	SNRNP27	902
CHERP	SNRNP27	900
CRNKL1	SNRNP27	902
CTNNBL1	SNRNP27	902
CWC15	SNRNP27	912
CWC22	SNRNP27	902
DDX23	SNRNP27	900
DDX42	SNRNP27	900
DDX46	SNRNP27	902
DHX15	SNRNP27	902
DHX38	SNRNP27	901
DHX9	SNRNP27	901
DNAJC8	SNRNP27	905
EFTUD2	SNRNP27	902
ELAVL1	SNRNP27	900
ELAVL2	SNRNP27	900
FUS	SNRNP27	900
GTF2F1	SNRNP27	930
GTF2F2	SNRNP27	902
HNRNPA0	SNRNP27	900
HNRNPA1	SNRNP27	902
HNRNPA2B1	SNRNP27	902
HNRNPA3	SNRNP27	902
HNRNPC	SNRNP27	900
HNRNPD	SNRNP27	900
HNRNPF	SNRNP27	901
HNRNPH1	SNRNP27	904
HNRNPH2	SNRNP27	904
HNRNPK	SNRNP27	904
HNRNPM	SNRNP27	902
HNRNPR	SNRNP27	900
HNRNPU	SNRNP27	903
HNRNPUL1	SNRNP27	903
HSPA8	SNRNP27	900
LSM2	SNRNP27	903
LSM3	SNRNP27	902
LSM5	SNRNP27	910
LSM6	SNRNP27	909
LSM7	SNRNP27	928
LSM8	SNRNP27	902
NCBP1	SNRNP27	900
NCBP2	SNRNP27	905
PCBP1	SNRNP27	900
PCBP2	SNRNP27	900
PLRG1	SNRNP27	910
POLR2B	SNRNP27	900
POLR2D	SNRNP27	904
POLR2E	SNRNP27	910
POLR2F	SNRNP27	902
POLR2G	SNRNP27	949
POLR2H	SNRNP27	904
POLR2J	SNRNP27	909
POLR2K	SNRNP27	902
POLR2L	SNRNP27	909
PPIE	SNRNP27	902
PPIH	SNRNP27	902
PPIL1	SNRNP27	902
PPIL3	SNRNP27	926
PPIL4	SNRNP27	902
PPIL6	SNRNP27	904
PRCC	SNRNP27	901
PRPF3	SNRNP27	919
PRPF31	SNRNP27	902
PRPF38A	SNRNP27	907
PRPF4	SNRNP27	904
PRPF6	SNRNP27	903
PRPF8	SNRNP27	902
PTBP1	SNRNP27	900
PUF60	SNRNP27	900
RBM17	SNRNP27	903
RBM5	SNRNP27	900
RBMX	SNRNP27	902
RNPS1	SNRNP27	902
SART1	SNRNP27	928
SF3A3	SNRNP27	902
SF3B1	SNRNP27	900
SF3B2	SNRNP27	904
SF3B3	SNRNP27	902
SF3B4	SNRNP27	902
SF3B5	SNRNP27	902
SMNDC1	SNRNP27	902
SNRNP200	SNRNP27	900
SNRNP40	SNRNP27	902
SNRNP70	SNRNP27	902
SNRPA1	SNRNP27	930
SNRPB	SNRNP27	903
SNRPB2	SNRNP27	912
SNRPC	SNRNP27	907
SNRPD1	SNRNP27	903
SNRPD2	SNRNP27	903
SNRPE	SNRNP27	921
SNRPF	SNRNP27	904
SNRPG	SNRNP27	902
SNRPN	SNRNP27	903
SNU13	SNRNP27	902
SNW1	SNRNP27	900
SRRM1	SNRNP27	939
SRRM2	SNRNP27	901
SRRT	SNRNP27	904
SRSF1	SNRNP27	904
SRSF11	SNRNP27	901
SRSF2	SNRNP27	903
SRSF3	SNRNP27	904
SRSF4	SNRNP27	902
SRSF5	SNRNP27	902
SRSF7	SNRNP27	909
SUGP1	SNRNP27	900
TXNL4A	SNRNP27	900
U2AF1L4	SNRNP27	902
U2AF2	SNRNP27	902
U2SURP	SNRNP27	900
USP39	SNRNP27	902
WBP11	SNRNP27	900
WBP4	SNRNP27	902
XAB2	SNRNP27	900
YBX1	SNRNP27	900
DDX42	SNRNP35	904
POLR2E	SNRNP35	904
POLR2F	SNRNP35	914
POLR2H	SNRNP35	902
PRPF8	SNRNP35	923
RNPC3	SNRNP35	924
SNRPB	SNRNP35	943
ALYREF	SNRNP40	900
BCAS2	SNRNP40	965
BUD31	SNRNP40	958
CCAR1	SNRNP40	900
CD2BP2	SNRNP40	918
CDC40	SNRNP40	965
CDC5L	SNRNP40	965
CHERP	SNRNP40	900
CLP1	SNRNP40	912
CPSF1	SNRNP40	903
CPSF2	SNRNP40	919
CPSF4	SNRNP40	902
CPSF7	SNRNP40	902
CRNKL1	SNRNP40	963
CSTF2	SNRNP40	919
CSTF2T	SNRNP40	913
CSTF3	SNRNP40	910
CTNNBL1	SNRNP40	909
CWC15	SNRNP40	965
CWC22	SNRNP40	902
CWC25	SNRNP40	902
CWC27	SNRNP40	928
DDX23	SNRNP40	963
DDX42	SNRNP40	924
DDX46	SNRNP40	924
DHX15	SNRNP40	913
DHX16	SNRNP40	913
DHX38	SNRNP40	913
DHX9	SNRNP40	918
DNAJC8	SNRNP40	902
EFTUD2	SNRNP40	935
ELAVL1	SNRNP40	902
ELAVL2	SNRNP40	902
FIP1L1	SNRNP40	919
GCFC2	SNRNP40	901
GTF2F1	SNRNP40	900
GTF2F2	SNRNP40	917
HNRNPA0	SNRNP40	923
HNRNPA1	SNRNP40	923
HNRNPA2B1	SNRNP40	923
HNRNPA3	SNRNP40	923
HNRNPC	SNRNP40	923
HNRNPD	SNRNP40	923
HNRNPF	SNRNP40	902
HNRNPH1	SNRNP40	902
HNRNPH2	SNRNP40	902
HNRNPK	SNRNP40	902
HNRNPM	SNRNP40	902
HNRNPR	SNRNP40	909
HNRNPU	SNRNP40	900
HNRNPUL1	SNRNP40	900
HSPA8	SNRNP40	902
LSM2	SNRNP40	955
LSM3	SNRNP40	960
LSM5	SNRNP40	929
LSM6	SNRNP40	957
MAGOH	SNRNP40	918
MAGOHB	SNRNP40	918
NAF1	SNRNP40	900
NCBP1	SNRNP40	902
NCBP2	SNRNP40	912
NOP10	SNRNP40	900
NUDT21	SNRNP40	909
PCBP1	SNRNP40	900
PCBP2	SNRNP40	900
PCF11	SNRNP40	900
PLRG1	SNRNP40	961
POLR2B	SNRNP40	905
POLR2D	SNRNP40	906
POLR2E	SNRNP40	909
POLR2F	SNRNP40	910
POLR2G	SNRNP40	916
POLR2H	SNRNP40	905
POLR2J	SNRNP40	904
POLR2K	SNRNP40	904
POLR2L	SNRNP40	904
POP1	SNRNP40	900
POP5	SNRNP40	900
POP7	SNRNP40	900
PPIE	SNRNP40	938
PPIH	SNRNP40	961
PPIL1	SNRNP40	965
PPIL3	SNRNP40	928
PPIL6	SNRNP40	928
PRCC	SNRNP40	902
PRPF3	SNRNP40	957
PRPF31	SNRNP40	961
PRPF4	SNRNP40	940
PRPF6	SNRNP40	965
PRPF8	SNRNP40	925
PTBP1	SNRNP40	900
PUF60	SNRNP40	903
RBM17	SNRNP40	904
RBM5	SNRNP40	916
RBM8A	SNRNP40	960
RBMX	SNRNP40	902
RNPC3	SNRNP40	961
RNPS1	SNRNP40	910
RPP25	SNRNP40	900
RPP30	SNRNP40	900
SART1	SNRNP40	915
SF3A3	SNRNP40	909
SF3B1	SNRNP40	965
SF3B2	SNRNP40	913
SF3B3	SNRNP40	930
SF3B4	SNRNP40	902
SF3B5	SNRNP40	955
SMNDC1	SNRNP40	902
SNRNP200	SNRNP40	931
SNRNP25	SNRNP40	901
SNRNP35	SNRNP40	927
SNRNP48	SNRNP40	902
SNRNP70	SNRNP40	960
SNRPB	SNRNP40	950
SNRPD1	SNRNP40	965
SNRPD2	SNRNP40	955
SNRPE	SNRNP40	960
SNRPF	SNRNP40	965
SNRPG	SNRNP40	955
SNRPN	SNRNP40	950
SNU13	SNRNP40	961
SRRM1	SNRNP40	917
SRRM2	SNRNP40	902
SRRT	SNRNP40	902
SRSF11	SNRNP40	902
SRSF2	SNRNP40	902
SRSF3	SNRNP40	906
SRSF4	SNRNP40	902
SRSF5	SNRNP40	902
SRSF7	SNRNP40	906
TFIP11	SNRNP40	902
TRA2B	SNRNP40	923
TXNL4A	SNRNP40	950
U2AF1L4	SNRNP40	904
U2AF2	SNRNP40	951
U2SURP	SNRNP40	918
UPF3B	SNRNP40	917
USP39	SNRNP40	909
WBP4	SNRNP40	902
WDR33	SNRNP40	915
XAB2	SNRNP40	961
YBX1	SNRNP40	902
ZCRB1	SNRNP40	923
ZMAT5	SNRNP40	914
ZRSR2	SNRNP40	904
DDX42	SNRNP48	900
EFTUD2	SNRNP48	900
GTF2F1	SNRNP48	902
GTF2F2	SNRNP48	900
LSM2	SNRNP48	902
NCBP1	SNRNP48	902
POLR2B	SNRNP48	902
POLR2E	SNRNP48	900
POLR2F	SNRNP48	900
POLR2H	SNRNP48	900
POLR2K	SNRNP48	900
PRPF8	SNRNP48	900
RNPC3	SNRNP48	903
SF3B5	SNRNP48	900
SNRNP25	SNRNP48	900
SNRNP35	SNRNP48	900
SNRPB	SNRNP48	900
SNRPD2	SNRNP48	900
SNRPE	SNRNP48	900
SNU13	SNRNP48	900
SRSF2	SNRNP48	902
YBX1	SNRNP48	902
ZMAT5	SNRNP48	900
CWC15	SNRNP70	902
POLR2E	SNRNP70	904
SRRT	SNRNP70	906
ALYREF	SNRPA	900
BCAS2	SNRPA	954
BUD31	SNRPA	949
CCAR1	SNRPA	901
CD2BP2	SNRPA	921
CDC40	SNRPA	955
CDC5L	SNRPA	955
CHERP	SNRPA	900
CRNKL1	SNRPA	955
CTNNBL1	SNRPA	909
CWC15	SNRPA	955
CWC22	SNRPA	938
DDX23	SNRPA	923
DDX42	SNRPA	923
DDX46	SNRPA	923
DHX15	SNRPA	923
DHX38	SNRPA	952
DHX9	SNRPA	923
DNAJC8	SNRPA	902
EFTUD2	SNRPA	955
ELAVL1	SNRPA	907
ELAVL2	SNRPA	907
FUS	SNRPA	902
GTF2F1	SNRPA	923
GTF2F2	SNRPA	902
HNRNPA0	SNRPA	926
HNRNPA1	SNRPA	926
HNRNPA2B1	SNRPA	926
HNRNPA3	SNRPA	926
HNRNPC	SNRPA	926
HNRNPD	SNRPA	926
HNRNPF	SNRPA	902
HNRNPH1	SNRPA	904
HNRNPH2	SNRPA	909
HNRNPK	SNRPA	902
HNRNPM	SNRPA	911
HNRNPR	SNRPA	909
HNRNPU	SNRPA	916
HNRNPUL1	SNRPA	913
HSPA8	SNRPA	902
LSM2	SNRPA	952
LSM3	SNRPA	955
LSM5	SNRPA	955
LSM6	SNRPA	952
LSM7	SNRPA	955
LSM8	SNRPA	955
NCBP1	SNRPA	913
NCBP2	SNRPA	935
PCBP1	SNRPA	907
PCBP2	SNRPA	907
PLRG1	SNRPA	955
POLR2B	SNRPA	902
POLR2D	SNRPA	905
POLR2E	SNRPA	909
POLR2F	SNRPA	902
POLR2G	SNRPA	905
POLR2H	SNRPA	906
POLR2J	SNRPA	912
POLR2K	SNRPA	913
POLR2L	SNRPA	905
PPIE	SNRPA	955
PPIH	SNRPA	955
PPIL1	SNRPA	955
PPIL3	SNRPA	925
PPIL4	SNRPA	925
PPIL6	SNRPA	925
PRCC	SNRPA	900
PRPF3	SNRPA	952
PRPF31	SNRPA	955
PRPF38A	SNRPA	955
PRPF4	SNRPA	938
PRPF40A	SNRPA	913
PRPF6	SNRPA	955
PRPF8	SNRPA	955
PTBP1	SNRPA	902
PUF60	SNRPA	904
RBM17	SNRPA	909
RBM5	SNRPA	901
RBMX	SNRPA	902
RNPS1	SNRPA	904
SART1	SNRPA	955
SF1	SNRPA	905
SF3A3	SNRPA	952
SF3B1	SNRPA	955
SF3B2	SNRPA	955
SF3B3	SNRPA	955
SF3B4	SNRPA	954
SF3B5	SNRPA	955
SMNDC1	SNRPA	918
SNRNP200	SNRPA	952
SNRNP27	SNRPA	928
SNRNP40	SNRPA	955
SNRNP70	SNRPA	940
SNRPA1	SNRPA	945
SNRPB	SNRPA	943
SNRPB2	SNRPA	915
SNRPC	SNRPA	954
SNRPD1	SNRPA	954
SNRPD2	SNRPA	954
SNRPE	SNRPA	952
SNRPF	SNRPA	954
SNRPG	SNRPA	952
SNRPN	SNRPA	943
SNU13	SNRPA	952
SNW1	SNRPA	952
SRRM1	SNRPA	911
SRRM2	SNRPA	927
SRRT	SNRPA	905
SRSF1	SNRPA	911
SRSF11	SNRPA	902
SRSF2	SNRPA	902
SRSF3	SNRPA	905
SRSF4	SNRPA	911
SRSF5	SNRPA	911
SRSF6	SNRPA	911
SRSF7	SNRPA	914
SUGP1	SNRPA	900
TXNL4A	SNRPA	942
U2AF1L4	SNRPA	912
U2AF2	SNRPA	912
U2SURP	SNRPA	904
USP39	SNRPA	919
WBP11	SNRPA	902
WBP4	SNRPA	918
XAB2	SNRPA	955
YBX1	SNRPA	916
ALYREF	SNRPA1	900
BCAS2	SNRPA1	958
BUD31	SNRPA1	951
CCAR1	SNRPA1	902
CD2BP2	SNRPA1	904
CDC40	SNRPA1	957
CDC5L	SNRPA1	957
CHERP	SNRPA1	902
CLP1	SNRPA1	902
CPSF1	SNRPA1	902
CPSF2	SNRPA1	902
CPSF4	SNRPA1	905
CPSF7	SNRPA1	900
CRNKL1	SNRPA1	953
CSTF2	SNRPA1	913
CSTF2T	SNRPA1	913
CSTF3	SNRPA1	905
CTNNBL1	SNRPA1	929
CWC15	SNRPA1	957
CWC22	SNRPA1	956
CWC25	SNRPA1	957
CWC27	SNRPA1	936
DDX23	SNRPA1	931
DDX42	SNRPA1	913
DDX46	SNRPA1	926
DHX15	SNRPA1	938
DHX16	SNRPA1	952
DHX38	SNRPA1	951
DHX9	SNRPA1	912
DNAJC8	SNRPA1	902
EFTUD2	SNRPA1	957
ELAVL1	SNRPA1	918
ELAVL2	SNRPA1	905
FIP1L1	SNRPA1	922
GCFC2	SNRPA1	916
GTF2F1	SNRPA1	902
GTF2F2	SNRPA1	902
HNRNPA0	SNRPA1	929
HNRNPA1	SNRPA1	929
HNRNPA2B1	SNRPA1	929
HNRNPA3	SNRPA1	929
HNRNPC	SNRPA1	929
HNRNPD	SNRPA1	929
HNRNPF	SNRPA1	903
HNRNPH1	SNRPA1	903
HNRNPH2	SNRPA1	903
HNRNPK	SNRPA1	900
HNRNPM	SNRPA1	910
HNRNPR	SNRPA1	906
HNRNPU	SNRPA1	907
HNRNPUL1	SNRPA1	902
HSPA8	SNRPA1	900
IK	SNRPA1	902
LSM2	SNRPA1	950
LSM3	SNRPA1	952
LSM5	SNRPA1	950
LSM6	SNRPA1	950
MAGOH	SNRPA1	907
MAGOHB	SNRPA1	907
NCBP1	SNRPA1	932
NCBP2	SNRPA1	943
NUDT21	SNRPA1	904
PCBP1	SNRPA1	902
PCBP2	SNRPA1	902
PCF11	SNRPA1	901
PLRG1	SNRPA1	953
POLR2B	SNRPA1	902
POLR2D	SNRPA1	904
POLR2E	SNRPA1	905
POLR2F	SNRPA1	904
POLR2G	SNRPA1	903
POLR2H	SNRPA1	905
POLR2J	SNRPA1	903
POLR2K	SNRPA1	902
POLR2L	SNRPA1	902
PPIE	SNRPA1	957
PPIH	SNRPA1	952
PPIL1	SNRPA1	957
PPIL3	SNRPA1	914
PPIL6	SNRPA1	914
PPWD1	SNRPA1	902
PRCC	SNRPA1	902
PRPF3	SNRPA1	950
PRPF31	SNRPA1	952
PRPF38A	SNRPA1	952
PRPF4	SNRPA1	950
PRPF40A	SNRPA1	942
PRPF6	SNRPA1	957
PRPF8	SNRPA1	957
PTBP1	SNRPA1	902
PUF60	SNRPA1	905
RBM17	SNRPA1	919
RBM5	SNRPA1	905
RBM8A	SNRPA1	952
RBMX	SNRPA1	900
RNPS1	SNRPA1	906
SART1	SNRPA1	952
SF3A3	SNRPA1	953
SF3B1	SNRPA1	957
SF3B2	SNRPA1	952
SF3B3	SNRPA1	957
SF3B4	SNRPA1	958
SF3B5	SNRPA1	950
SMNDC1	SNRPA1	902
SMU1	SNRPA1	905
SNRNP200	SNRPA1	952
SNRNP40	SNRPA1	957
SNRNP70	SNRPA1	952
SNRPB	SNRPA1	943
SNRPD1	SNRPA1	959
SNRPD2	SNRPA1	950
SNRPE	SNRPA1	951
SNRPF	SNRPA1	956
SNRPG	SNRPA1	950
SNRPN	SNRPA1	943
SNU13	SNRPA1	952
SNW1	SNRPA1	955
SRRM1	SNRPA1	902
SRRM2	SNRPA1	952
SRRT	SNRPA1	904
SRSF1	SNRPA1	908
SRSF11	SNRPA1	903
SRSF2	SNRPA1	902
SRSF3	SNRPA1	902
SRSF4	SNRPA1	922
SRSF5	SNRPA1	922
SRSF7	SNRPA1	905
TFIP11	SNRPA1	941
TRA2B	SNRPA1	929
TXNL4A	SNRPA1	950
U2AF1L4	SNRPA1	902
U2AF2	SNRPA1	950
U2SURP	SNRPA1	908
UPF3B	SNRPA1	902
USP39	SNRPA1	935
WBP11	SNRPA1	902
WBP4	SNRPA1	912
WDR33	SNRPA1	902
XAB2	SNRPA1	952
YBX1	SNRPA1	901
ALYREF	SNRPB	900
CHERP	SNRPB	902
CLNS1A	SNRPB	909
CLP1	SNRPB	904
CPSF1	SNRPB	902
CWC15	SNRPB	950
CWC25	SNRPB	950
DDX42	SNRPB	922
DDX46	SNRPB	922
ERH	SNRPB	905
HNRNPC	SNRPB	927
HSPA8	SNRPB	900
LSM6	SNRPB	943
PLRG1	SNRPB	949
POLR2E	SNRPB	930
POLR2H	SNRPB	919
PRPF8	SNRPB	950
PUF60	SNRPB	916
RBM8A	SNRPB	945
RNPC3	SNRPB	946
RNPS1	SNRPB	943
SLBP	SNRPB	907
SNRNP70	SNRPB	946
SNUPN	SNRPB	912
SRRT	SNRPB	904
SRSF5	SNRPB	923
TRA2B	SNRPB	927
U2SURP	SNRPB	902
ZNF473	SNRPB	909
ALYREF	SNRPB2	900
BCAS2	SNRPB2	953
BUD31	SNRPB2	942
CCAR1	SNRPB2	901
CD2BP2	SNRPB2	921
CDC40	SNRPB2	953
CDC5L	SNRPB2	953
CHERP	SNRPB2	900
CLP1	SNRPB2	904
CPSF1	SNRPB2	905
CPSF2	SNRPB2	913
CPSF4	SNRPB2	902
CPSF7	SNRPB2	901
CRNKL1	SNRPB2	953
CSTF2	SNRPB2	913
CSTF2T	SNRPB2	913
CSTF3	SNRPB2	914
CTNNBL1	SNRPB2	904
CWC15	SNRPB2	953
CWC22	SNRPB2	938
CWC25	SNRPB2	938
CWC27	SNRPB2	925
DDX23	SNRPB2	923
DDX42	SNRPB2	923
DDX46	SNRPB2	923
DHX15	SNRPB2	923
DHX16	SNRPB2	943
DHX38	SNRPB2	952
DHX9	SNRPB2	923
DNAJC8	SNRPB2	902
EFTUD2	SNRPB2	953
ELAVL1	SNRPB2	907
ELAVL2	SNRPB2	907
FIP1L1	SNRPB2	912
FUS	SNRPB2	902
GCFC2	SNRPB2	902
GTF2F1	SNRPB2	909
GTF2F2	SNRPB2	902
HNRNPA0	SNRPB2	926
HNRNPA1	SNRPB2	926
HNRNPA2B1	SNRPB2	926
HNRNPA3	SNRPB2	926
HNRNPC	SNRPB2	926
HNRNPD	SNRPB2	926
HNRNPF	SNRPB2	902
HNRNPH1	SNRPB2	902
HNRNPH2	SNRPB2	902
HNRNPK	SNRPB2	902
HNRNPM	SNRPB2	911
HNRNPR	SNRPB2	916
HNRNPU	SNRPB2	908
HNRNPUL1	SNRPB2	904
HSPA8	SNRPB2	902
IK	SNRPB2	902
LSM2	SNRPB2	949
LSM3	SNRPB2	949
LSM5	SNRPB2	943
LSM6	SNRPB2	942
LSM7	SNRPB2	943
LSM8	SNRPB2	949
MAGOH	SNRPB2	917
MAGOHB	SNRPB2	917
NCBP1	SNRPB2	906
NCBP2	SNRPB2	935
NUDT21	SNRPB2	914
PCBP1	SNRPB2	907
PCBP2	SNRPB2	907
PCF11	SNRPB2	909
PLRG1	SNRPB2	953
POLR2B	SNRPB2	902
POLR2D	SNRPB2	905
POLR2E	SNRPB2	909
POLR2F	SNRPB2	902
POLR2G	SNRPB2	905
POLR2H	SNRPB2	906
POLR2J	SNRPB2	912
POLR2K	SNRPB2	913
POLR2L	SNRPB2	906
PPIE	SNRPB2	953
PPIH	SNRPB2	943
PPIL1	SNRPB2	953
PPIL3	SNRPB2	925
PPIL4	SNRPB2	925
PPIL6	SNRPB2	925
PPWD1	SNRPB2	902
PRCC	SNRPB2	900
PRPF3	SNRPB2	943
PRPF31	SNRPB2	950
PRPF38A	SNRPB2	949
PRPF4	SNRPB2	938
PRPF40A	SNRPB2	913
PRPF6	SNRPB2	953
PRPF8	SNRPB2	953
PTBP1	SNRPB2	912
PUF60	SNRPB2	903
RBM17	SNRPB2	909
RBM5	SNRPB2	909
RBM8A	SNRPB2	943
RBMX	SNRPB2	902
RNPS1	SNRPB2	904
SART1	SNRPB2	950
SF3A3	SNRPB2	952
SF3B1	SNRPB2	953
SF3B2	SNRPB2	943
SF3B3	SNRPB2	953
SF3B4	SNRPB2	952
SF3B5	SNRPB2	950
SMNDC1	SNRPB2	947
SMU1	SNRPB2	906
SNRNP200	SNRPB2	952
SNRNP40	SNRPB2	953
SNRNP70	SNRPB2	940
SNRPA1	SNRPB2	943
SNRPB	SNRPB2	943
SNRPD1	SNRPB2	953
SNRPD2	SNRPB2	950
SNRPE	SNRPB2	953
SNRPF	SNRPB2	953
SNRPG	SNRPB2	952
SNRPN	SNRPB2	943
SNU13	SNRPB2	952
SNW1	SNRPB2	953
SRRM1	SNRPB2	919
SRRM2	SNRPB2	927
SRRT	SNRPB2	905
SRSF1	SNRPB2	911
SRSF11	SNRPB2	902
SRSF2	SNRPB2	902
SRSF3	SNRPB2	905
SRSF4	SNRPB2	913
SRSF5	SNRPB2	911
SRSF7	SNRPB2	906
SUGP1	SNRPB2	900
TFIP11	SNRPB2	902
TRA2B	SNRPB2	926
TXNL4A	SNRPB2	942
U2AF1L4	SNRPB2	913
U2AF2	SNRPB2	912
U2SURP	SNRPB2	902
UPF3B	SNRPB2	901
USP39	SNRPB2	913
WBP11	SNRPB2	902
WBP4	SNRPB2	918
WDR33	SNRPB2	904
XAB2	SNRPB2	950
YBX1	SNRPB2	916
ALYREF	SNRPC	900
BCAS2	SNRPC	902
BUD31	SNRPC	916
CCAR1	SNRPC	900
CD2BP2	SNRPC	905
CDC40	SNRPC	908
CDC5L	SNRPC	916
CHERP	SNRPC	900
CRNKL1	SNRPC	913
CTNNBL1	SNRPC	907
CWC15	SNRPC	912
CWC22	SNRPC	908
DDX23	SNRPC	951
DDX42	SNRPC	906
DDX46	SNRPC	930
DHX15	SNRPC	929
DHX38	SNRPC	939
DHX9	SNRPC	902
DNAJC8	SNRPC	902
EFTUD2	SNRPC	936
ELAVL1	SNRPC	901
ELAVL2	SNRPC	901
FUS	SNRPC	901
GTF2F1	SNRPC	902
GTF2F2	SNRPC	901
HNRNPA0	SNRPC	915
HNRNPA1	SNRPC	915
HNRNPA2B1	SNRPC	915
HNRNPA3	SNRPC	915
HNRNPC	SNRPC	915
HNRNPD	SNRPC	915
HNRNPF	SNRPC	902
HNRNPH1	SNRPC	902
HNRNPH2	SNRPC	902
HNRNPK	SNRPC	902
HNRNPM	SNRPC	931
HNRNPR	SNRPC	902
HNRNPU	SNRPC	900
HNRNPUL1	SNRPC	900
HSPA8	SNRPC	900
LSM2	SNRPC	932
LSM3	SNRPC	907
LSM5	SNRPC	932
LSM6	SNRPC	932
LSM7	SNRPC	949
LSM8	SNRPC	919
NCBP1	SNRPC	952
